success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,response,position_RT,position,player,i_game,true_position,distance,last_word,stimulus,confidence_slider_self_response
1.0,fullscreen,0,2577,0.0-0.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,6027,0.0-1.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":3448.899999976158}]",3449.0,,,,,,,,,,,,,,,,,,,,
,instructions,2,20401,0.0-2.0-0.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":14374.300000071526}]",14374.300000071526,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,27371,0.0-2.0-1.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,6968.399999976158,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,28951,0.0-3.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":1580}]",1580.1000000238419,,,,,,,,,,,,,,,,,,,,
,Hangman,5,125806,0.0-4.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,,,,,,ZEBRA,"{'letter': ['', 'C', 'D', 'O', 'L', 'S', 'I', 'G', 'E', 'R', 'Z', 'B', 'A'], 't': [0, 7164.700000047684, 9560.200000047684, 29633.100000023842, 32517.300000071526, 36640.10000002384, 39257.10000002384, 43154, 46826.5, 77998, 91747.80000007153, 93465.5, 94839.5], 'hit': [None, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'asked': ['', 'C', 'CD', 'CDO', 'CDOL', 'CDOLS', 'CDOLSI', 'CDOLSIG', 'CDOLSIGE', 'CDOLSIGER', 'CDOLSIGERZ', 'CDOLSIGERZB', 'CDOLSIGERZBA'], 'word_state': ['_____', '_____', '_____', '_____', '_____', '_____', '_____', '_____', '_E___', '_E_R_', 'ZE_R_', 'ZEBR_', 'ZEBRA']}","['C', 'D', 'O', 'L', 'S', 'I', 'G', 'E', 'R', 'Z', 'B', 'A']",12.0,8.0,0.0,,,,,,,,,,
,instructions,6,138400,0.0-5.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":3988.399999976158},{""page_index"":1,""viewing_time"":8604.800000071526}]",12593.600000023842,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,152721,0.0-6.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,14320.200000047684,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,157431,0.0-7.0-0.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":4708.799999952316}]",4708.899999976158,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,162398,0.0-7.0-1.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,4966.399999976158,"{""Q0"":""...from the <b>upcoming tournament</b>.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,10,163624,0.0-7.1-0.1,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":1225.8000000715256}]",1225.9000000953674,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,11,168759,0.0-7.1-1.1,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,5133.899999976158,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,12,177786,0.0-8.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":9026.799999952316}]",9026.899999976158,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,13,183840,0.0-9.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,6053.0,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,14,192667,0.0-11.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":8826.600000023842}]",8826.699999928474,,,,,,,,,,,,,,,,,,,,
,instructions,15,204290,0.0-12.0-0.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,"[{""page_index"":0,""viewing_time"":11622.5}]",11622.600000023842,,,,,,,,,,,,,,,,,,,,
,type-this,16,209288,0.0-12.0-1.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,4494.5,['THIRTY FOUR'],,,,,,,,,,THIRTY FOUR,,,,,,,,,
,Hangman_replay,17,253839,0.0-12.0-2.0,,309,"[29, 14, 190, 165, 82, 235, 67, 208, 177, 225, 86, 31, 109, 232, 174, 146, 227, 222, 127, 26, 190, 197, 35, 153, 36, 77, 28, 174, 215, 219, 223, 166]",154,66a0b3911f23dfc7665bb169,62a96f8f6ab7e0c3ce90095f,66a1189a0a0eaad223e64da0,1,0,1,True,5,70,,,,,,,THIRTY FOUR,"{'letter': ['', 'T', 'Y', 'H', 'I', 'R', 'O', 'U', 'F'], 't': [0, 29796.399999976158, 32295.899999976158, 34679.199999928474, 36329.299999952316, 37095.89999997616, 40212.5, 41596, 42529.199999928474], 'hit': [None, 2, 1, 1, 1, 2, 1, 1, 1], 'asked': ['', 'T', 'TY', 'TYH', 'TYHI', 'TYHIR', 'TYHIRO', 'TYHIROU', 'TYHIROUF'], 'word_state': ['______ ____', 'T___T_ ____', 'T___TY ____', 'TH__TY ____', 'THI_TY ____', 'THIRTY ___R', 'THIRTY _O_R', 'THIRTY _OUR', 'THIRTY FOUR']}","['T', 'Y', 'H', 'I', 'R', 'O', 'U', 'F']",8.0,15.0,0.0,,,,,,,,,,
