success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,response,position_RT,position,player,i_game,true_position,distance,last_word,stimulus,confidence_slider_self_response
1.0,fullscreen,0,3399,0.0-0.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,6907,0.0-1.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":3506}]",3506.0,,,,,,,,,,,,,,,,,,,,
,instructions,2,117302,0.0-2.0-0.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":110394}]",110394.0,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,128533,0.0-2.0-1.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,11228.0,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,150573,0.0-3.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":22039}]",22039.0,,,,,,,,,,,,,,,,,,,,
,Hangman,5,195019,0.0-4.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,,,,,,ZEBRA,"{'letter': ['', 'H', 'C', 'Z', 'E', 'B', 'R', 'A'], 't': [0, 18884, 28439, 34517, 36862, 39086, 40759, 42441], 'hit': [None, 0, 0, 1, 1, 1, 1, 1], 'asked': ['', 'H', 'HC', 'HCZ', 'HCZE', 'HCZEB', 'HCZEBR', 'HCZEBRA'], 'word_state': ['_____', '_____', '_____', 'Z____', 'ZE___', 'ZEB__', 'ZEBR_', 'ZEBRA']}","['H', 'C', 'Z', 'E', 'B', 'R', 'A']",7.0,13.0,0.0,,,,,,,,,,
,instructions,6,385079,0.0-5.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":4389},{""page_index"":1,""viewing_time"":185669}]",190059.0,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,393504,0.0-6.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,8423.0,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,395315,0.0-7.0-0.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":1811}]",1811.0,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,410532,0.0-7.0-1.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,15215.0,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,10,412752,0.0-7.1-0.1,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":2218}]",2219.0,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,11,417541,0.0-7.1-1.1,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,4788.0,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,12,429648,0.0-8.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":12106}]",12106.0,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,13,441500,0.0-9.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,11851.0,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,14,464388,0.0-11.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":22888}]",22888.0,,,,,,,,,,,,,,,,,,,,
,instructions,15,516239,0.0-12.0-0.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,"[{""page_index"":0,""viewing_time"":51849}]",51850.0,,,,,,,,,,,,,,,,,,,,
,type-this,16,533613,0.0-12.0-1.0,,413,"[92, 244, 226, 107, 211, 216, 125, 165, 224, 63, 128, 164, 58, 100, 241, 34, 10, 31, 75, 169, 225, 214, 52, 140, 174, 168, 60, 6, 53, 60, 63, 57]",206,66a22c0758a3d5c9d26873c6,61731c0ef27028acbfbbf972,66a285b546e1d063dd24ef13,1,0,0,True,1,91,,16866.0,['THIRTY FOUR'],,,,,,,,,,THIRTY FOUR,,,,,,,,,
