success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,3105,0.0-0.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,11527,0.0-1.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,"[{""page_index"":0,""viewing_time"":8420}]",8420.5,,,,,,,,,,,,,,,,,,,,
,instructions,2,25898,0.0-2.0-0.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,"[{""page_index"":0,""viewing_time"":14369.600000000093}]",14369.899999999907,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,36846,0.0-2.0-1.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,,10945.399999999907,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,39074,0.0-3.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,"[{""page_index"":0,""viewing_time"":2227}]",2227.2999999998137,,,,,,,,,,,,,,,,,,,,
,Hangman,5,84034,0.0-4.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,,,,,,,ZEBRA,"{'letter': ['', 'E', 'M', 'D', 'H', 'B', 'Z', 'R', 'A'], 't': [0, 8523.69999999972, 31800.599999999627, 33931.39999999991, 36372.69999999972, 38156.59999999963, 40414.19999999972, 41997.19999999972, 42936.89999999991], 'hit': [None, 1, 0, 0, 0, 1, 1, 1, 1], 'asked': ['', 'E', 'EM', 'EMD', 'EMDH', 'EMDHB', 'EMDHBZ', 'EMDHBZR', 'EMDHBZRA'], 'word_state': ['_____', '_E___', '_E___', '_E___', '_E___', '_EB__', 'ZEB__', 'ZEBR_', 'ZEBRA']}","['E', 'M', 'D', 'H', 'B', 'Z', 'R', 'A']",8.0,12.0,0.0,,,,,,,,,,
,instructions,6,96709,0.0-5.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,"[{""page_index"":0,""viewing_time"":1995.6000000000931},{""page_index"":1,""viewing_time"":10677}]",12673.399999999907,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,103211,0.0-6.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,,6500.0,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,105328,0.0-7.0-0.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,"[{""page_index"":0,""viewing_time"":2116}]",2116.2000000001863,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,111361,0.0-7.0-1.0,,20,"[74, 68, 220, 21, 54, 66, 4, 168, 15, 232, 14, 144, 57, 69, 92, 193, 96, 130, 129, 130, 15, 226, 178, 79, 30, 82, 51, 173, 230, 175, 29, 213]",10,669a58f4f17d67c0aba4c4d3,5d4c78071b920f00198e8533,669a5c6f777f0ecd9e7b0369,1,0,0,False,3,0,,6031.4000000003725,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
