success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,response,position_RT,position,player,i_game,true_position,distance,last_word,stimulus,confidence_slider_self_response
1.0,fullscreen,0,6442,0.0-0.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,10749,0.0-1.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":4306.300000011921}]",4306.5,,,,,,,,,,,,,,,,,,,,
,instructions,2,23639,0.0-2.0-0.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":12889.5}]",12889.60000000894,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,30895,0.0-2.0-1.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,7255.5,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,32185,0.0-3.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":1289.2000000029802}]",1289.4000000059605,,,,,,,,,,,,,,,,,,,,
,Hangman,5,64443,0.0-4.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,ZEBRA,"{'letter': ['', 'A', 'K', 'L', 'M', 'O', 'N', 'P', 'C', 'D', 'E', 'Z', 'B', 'R'], 't': [0, 2498.5, 9521.20000000298, 11865.29999999702, 13247.29999999702, 14454.40000000596, 15159.20000000298, 16015.29999999702, 20991.29999999702, 22170.29999999702, 22970.29999999702, 28029.29999999702, 29278.59999999404, 30242], 'hit': [None, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], 'asked': ['', 'A', 'AK', 'AKL', 'AKLM', 'AKLMO', 'AKLMON', 'AKLMONP', 'AKLMONPC', 'AKLMONPCD', 'AKLMONPCDE', 'AKLMONPCDEZ', 'AKLMONPCDEZB', 'AKLMONPCDEZBR'], 'word_state': ['_____', '____A', '____A', '____A', '____A', '____A', '____A', '____A', '____A', '____A', '_E__A', 'ZE__A', 'ZEB_A', 'ZEBRA']}","['A', 'K', 'L', 'M', 'O', 'N', 'P', 'C', 'D', 'E', 'Z', 'B', 'R']",13.0,7.0,0.0,,,,,,,,,,
,instructions,6,78897,0.0-5.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":2734.2000000029802},{""page_index"":1,""viewing_time"":11719}]",14453.5,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,87045,0.0-6.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,8147.29999999702,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,88764,0.0-7.0-0.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":1718.3999999910593}]",1718.5,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,95255,0.0-7.0-1.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,6490.70000000298,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,10,105364,0.0-8.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":10108.5}]",10108.5,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,11,111936,0.0-9.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,6571.29999999702,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,12,119308,0.0-11.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":7371.5}]",7371.600000008941,,,,,,,,,,,,,,,,,,,,
,instructions,13,131578,0.0-12.0-0.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":12269.5}]",12269.5,,,,,,,,,,,,,,,,,,,,
,type-this,14,143842,0.0-12.0-1.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,11762.0,['THIRTY FOUR'],,,,,,,,,,THIRTY FOUR,,,,,,,,,
,Hangman_replay,15,187398,0.0-12.0-2.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,THIRTY FOUR,"{'letter': ['', 'E', 'A', 'S', 'N', 'I', 'R', 'T', 'H', 'Y', 'F', 'O', 'U'], 't': [0, 7384.9000000059605, 8602.59999999404, 14359.29999999702, 20882.29999999702, 22566.79999999702, 25653.59999999404, 28923.70000000298, 31026.09999999404, 32609.79999999702, 35097.20000000298, 40183, 41535.40000000596], 'hit': [None, 0, 0, 0, 0, 1, 2, 2, 1, 1, 1, 1, 1], 'asked': ['', 'E', 'EA', 'EAS', 'EASN', 'EASNI', 'EASNIR', 'EASNIRT', 'EASNIRTH', 'EASNIRTHY', 'EASNIRTHYF', 'EASNIRTHYFO', 'EASNIRTHYFOU'], 'word_state': ['______ ____', '______ ____', '______ ____', '______ ____', '______ ____', '__I___ ____', '__IR__ ___R', 'T_IRT_ ___R', 'THIRT_ ___R', 'THIRTY ___R', 'THIRTY F__R', 'THIRTY FO_R', 'THIRTY FOUR']}","['E', 'A', 'S', 'N', 'I', 'R', 'T', 'H', 'Y', 'F', 'O', 'U']",12.0,11.0,0.0,,,,,,,,,,
,instructions,16,190108,0.0-12.0-3.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":2709.7000000029802}]",2709.800000011921,,,,,,,,,,,,,,,,,,,,
,Guess_leaderboard,17,200127,0.0-12.0-4.0,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,THIRTY FOUR,,,,,,,9262.20000000298,20.0,81.0,0.0,65.0,45.0,,,
,instructions,18,212975,0.0-12.0-0.1,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":12846.5}]",12846.70000000298,,,,,,,,,,,,,,,,,,,,
,type-this,19,219084,0.0-12.0-1.1,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,5608.100000008941,['USAIN BOLT'],,,,,,,,,,USAIN BOLT,,,,,,,,,
,Hangman_replay,20,276473,0.0-12.0-2.1,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,USAIN BOLT,"{'letter': ['', 'T', 'U', 'N', 'I', 'C', 'D', 'O', 'F', 'P', 'Y', 'A', 'S', 'B', 'L'], 't': [0, 11022.70000000298, 17197, 20813.29999999702, 25705.09999999404, 29509.70000000298, 31061.70000000298, 33230, 41486.09999999404, 43774.59999999404, 45890.90000000596, 48343.5, 52000.29999999702, 53528.79999999702, 55369.09999999404], 'hit': [None, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], 'asked': ['', 'T', 'TU', 'TUN', 'TUNI', 'TUNIC', 'TUNICD', 'TUNICDO', 'TUNICDOF', 'TUNICDOFP', 'TUNICDOFPY', 'TUNICDOFPYA', 'TUNICDOFPYAS', 'TUNICDOFPYASB', 'TUNICDOFPYASBL'], 'word_state': ['_____ ____', '_____ ___T', 'U____ ___T', 'U___N ___T', 'U__IN ___T', 'U__IN ___T', 'U__IN ___T', 'U__IN _O_T', 'U__IN _O_T', 'U__IN _O_T', 'U__IN _O_T', 'U_AIN _O_T', 'USAIN _O_T', 'USAIN BO_T', 'USAIN BOLT']}","['T', 'U', 'N', 'I', 'C', 'D', 'O', 'F', 'P', 'Y', 'A', 'S', 'B', 'L']",14.0,10.0,0.0,,,,,,,,,,
,instructions,21,277845,0.0-12.0-3.1,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":1371.5999999940395}]",1371.699999988079,,,,,,,,,,,,,,,,,,,,
,Guess_leaderboard,22,282129,0.0-12.0-4.1,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,USAIN BOLT,,,,,,,3514.7000000029802,50.0,27.0,1.0,56.0,6.0,,,
,instructions,23,288940,0.0-12.0-0.2,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":6810.29999999702}]",6810.5,,,,,,,,,,,,,,,,,,,,
,type-this,24,296077,0.0-12.0-1.2,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,6634.9000000059605,['HAWAII'],,,,,,,,,,HAWAII,,,,,,,,,
,Hangman_replay,25,376455,0.0-12.0-2.2,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,HAWAII,"{'letter': ['', 'M', 'K', 'G', 'H', 'A', 'W', 'I'], 't': [0, 26338.39999999106, 39151.69999998808, 52552.09999999404, 71450.59999999404, 73285.5, 75955.19999998808, 78375.89999999106], 'hit': [None, 0, 0, 0, 1, 2, 1, 2], 'asked': ['', 'M', 'MK', 'MKG', 'MKGH', 'MKGHA', 'MKGHAW', 'MKGHAWI'], 'word_state': ['______', '______', '______', '______', 'H_____', 'HA_A__', 'HAWA__', 'HAWAII']}","['M', 'K', 'G', 'H', 'A', 'W', 'I']",7.0,12.0,0.0,,,,,,,,,,
,instructions,26,377988,0.0-12.0-3.2,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":1532}]",1532.1000000089407,,,,,,,,,,,,,,,,,,,,
,Guess_leaderboard,27,381092,0.0-12.0-4.2,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,HAWAII,,,,,,,2343.300000011921,100.0,100.0,2.0,66.0,34.0,,,
,instructions,28,388888,0.0-12.0-0.3,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":7796}]",7796.20000000298,,,,,,,,,,,,,,,,,,,,
,type-this,29,392870,0.0-12.0-1.3,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,3480.300000011921,['FIG'],,,,,,,,,,FIG,,,,,,,,,
,Hangman_replay,30,419649,0.0-12.0-2.3,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,FIG,"{'letter': ['', 'I', 'F', 'G'], 't': [0, 23424, 24241.79999999702, 24775.5], 'hit': [None, 1, 1, 1], 'asked': ['', 'I', 'IF', 'IFG'], 'word_state': ['___', '_I_', 'FI_', 'FIG']}","['I', 'F', 'G']",3.0,15.0,0.0,,,,,,,,,,
,instructions,31,421658,0.0-12.0-3.3,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":2009.0999999940395}]",2009.2000000029802,,,,,,,,,,,,,,,,,,,,
,Guess_leaderboard,32,429054,0.0-12.0-4.3,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,FIG,,,,,,,6627.4000000059605,23.0,23.0,3.0,30.0,7.0,,,
,instructions,33,438533,0.0-12.0-0.4,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,"[{""page_index"":0,""viewing_time"":9478.40000000596}]",9478.5,,,,,,,,,,,,,,,,,,,,
,type-this,34,442985,0.0-12.0-1.4,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,3950.2999999970198,['THUMB'],,,,,,,,,,THUMB,,,,,,,,,
,Hangman_replay,35,521417,0.0-12.0-2.4,,129,"[166, 139, 65, 44, 66, 130, 85, 95, 21, 84, 108, 246, 225, 252, 66, 137, 59, 126, 7, 242, 113, 85, 124, 235, 2, 24, 33, 9, 141, 214, 108, 27]",64,669a702db1122fc5150a13ce,66799662d6513151e840c6af,669b258b1c3e5baa7ed8fb14,1,0,0,True,3,100,,,,,,,THUMB,"{'letter': ['', 'A', 'E', 'I', 'O', 'U', 'S', 'T', 'H', 'B', 'M'], 't': [0, 5673.29999999702, 6343.0999999940395, 7208.399999991059, 10246.199999988079, 18455, 46684.19999998808, 47432, 72641.29999999702, 75742.29999999702, 76413.19999998808], 'hit': [None, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1], 'asked': ['', 'A', 'AE', 'AEI', 'AEIO', 'AEIOU', 'AEIOUS', 'AEIOUST', 'AEIOUSTH', 'AEIOUSTHB', 'AEIOUSTHBM'], 'word_state': ['_____', '_____', '_____', '_____', '_____', '__U__', '__U__', 'T_U__', 'THU__', 'THU_B', 'THUMB']}","['A', 'E', 'I', 'O', 'U', 'S', 'T', 'H', 'B', 'M']",10.0,10.0,0.0,,,,,,,,,,
