"success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","position_RT","position","player","i_game","true_position","distance","last_word","response","stimulus","confidence_slider_self_response"
"true","fullscreen",0,5082,"0.0-0.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"",NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",1,6613,"0.0-1.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"[{""page_index"":0,""viewing_time"":1529.7000000029802}]",1529.90000000596,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",2,7573,"0.0-2.0-0.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"[{""page_index"":0,""viewing_time"":959.1999999880791}]",959.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","survey-multi-choice",3,23005,"0.0-2.0-1.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"",15431.1999999881,"{""Q0"":""... go <b>really fast</b> and finish the game as quickly as possible""}","[0]","false","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",4,32949,"0.0-2.1-0.1",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"[{""page_index"":0,""viewing_time"":9942.800000011921}]",9943,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","survey-multi-choice",5,37726,"0.0-2.1-1.1",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"",4775.70000000298,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",6,38909,"0.0-3.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"[{""page_index"":0,""viewing_time"":1182.7000000029802}]",1182.90000000596,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","Hangman",7,88712,"0.0-4.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"",NA,"","","","","ZEBRA","F,R,N,A,I,S,O,B,Z,E",10,10,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",8,97374,"0.0-5.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"[{""page_index"":0,""viewing_time"":2037.2000000029802},{""page_index"":1,""viewing_time"":6623.79999999702}]",8661.59999999404,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","survey-multi-choice",9,102638,"0.0-6.0",NA,22,"79,200,43,38,174,203,71,210,134,140,78,251,227,88,23,50,163,231,203,204,108,46,251,50,6,44,8,23,10,5,238,184",11,"669a58f4f17d67c0aba4c4d3","66743dc61dc3fc51cbb8fefd","669a62d962ae11699be55bf5",2,0,0,"false",3,63,"",5263.29999999702,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
