"success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","position_RT","position","player","i_game","true_position","distance","last_word","response","stimulus","confidence_slider_self_response"
"true","fullscreen","0","4173","0.0-0.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","10287","0.0-1.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","[{""page_index"":0,""viewing_time"":6095.599999964237}]","6096.699999988079","","","","","","","","","","","","","","","","","","",""
"","instructions","2","38275","0.0-2.0-0.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","[{""page_index"":0,""viewing_time"":27984.400000035763}]","27985.400000035763","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","46819","0.0-2.0-1.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","","8538.300000011921","{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","","","","","","","","","","","","","",""
"","instructions","4","48681","0.0-3.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","[{""page_index"":0,""viewing_time"":1860.3999999761581}]","1860.699999988079","","","","","","","","","","","","","","","","","","",""
"","Hangman","5","110355","0.0-4.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","","","","","","","ZEBRA","S,T,A,E,N,R,D,H,L,P,B,Z","12","8","false","","","","","","","","","",""
"","instructions","6","129376","0.0-5.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","[{""page_index"":0,""viewing_time"":3682.800000011921},{""page_index"":1,""viewing_time"":15332.899999976158}]","19018.80000001192","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","7","137472","0.0-6.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","","8090.899999976158","{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}","[0]","false","multichoice_leaderboard","","","","","","","","","","","","","","",""
"","instructions","8","139322","0.0-7.0-0.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","[{""page_index"":0,""viewing_time"":1848.5}]","1848.8999999761581","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","9","149634","0.0-7.0-1.0","","300","154,226,189,215,190,237,194,231,102,198,183,101,133,83,14,22,146,81,21,112,125,199,160,106,181,238,74,162,119,107,44,123","150","66a0b3911f23dfc7665bb169","5e1fd25f1160072f44b93722","66a0f9e3593f797dce8351c6","1","0","1","false","5","16","","10309.5","{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","","","","","","","","","","","","","",""
