success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,response,position_RT,position,player,i_game,true_position,distance,last_word,stimulus,confidence_slider_self_response
1.0,fullscreen,0,4922,0.0-0.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,11885,0.0-1.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,"[{""page_index"":0,""viewing_time"":6961.699999988079}]",6962.0,,,,,,,,,,,,,,,,,,,,
,instructions,2,55136,0.0-2.0-0.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,"[{""page_index"":0,""viewing_time"":43245.60000002384}]",43245.90000003576,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,63204,0.0-2.0-1.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,,8066.5,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,65396,0.0-3.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,"[{""page_index"":0,""viewing_time"":2191.199999988079}]",2191.600000023842,,,,,,,,,,,,,,,,,,,,
,Hangman,5,150891,0.0-4.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,,,,,,,ZEBRA,"{'letter': ['', 'J', 'E', 'R', 'Z', 'B', 'A'], 't': [0, 846.5, 9653.700000047684, 71608.10000002384, 80299.90000003576, 82131.90000003576, 83467.20000004768], 'hit': [None, 0, 1, 1, 1, 1, 1], 'asked': ['', 'J', 'JE', 'JER', 'JERZ', 'JERZB', 'JERZBA'], 'word_state': ['_____', '_____', '_E___', '_E_R_', 'ZE_R_', 'ZEBR_', 'ZEBRA']}","['J', 'E', 'R', 'Z', 'B', 'A']",6.0,14.0,0.0,,,,,,,,,,
,instructions,6,175529,0.0-5.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,"[{""page_index"":0,""viewing_time"":9310},{""page_index"":1,""viewing_time"":15324.199999988079}]",24635.30000001192,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,184307,0.0-6.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,,8776.0,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,193442,0.0-8.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,"[{""page_index"":0,""viewing_time"":9133.899999976158}]",9134.300000011921,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,217921,0.0-9.0,,537,"[139, 73, 107, 249, 107, 188, 201, 229, 172, 17, 192, 104, 182, 207, 176, 12, 50, 249, 209, 99, 187, 138, 61, 90, 241, 7, 33, 116, 153, 222, 153, 122]",268,66a3ed3c5d10d0e7d8a6b9da,65c25e3de8b230c294f2b32c,66a481b48ed57e03666f7409,1,0,0,True,2,99,,24478.0,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
