success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,3362,0.0-0.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,8217,0.0-1.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":4854.60000000149}]",4854.800000000745,,,,,,,,,,,,,,,,,,,,
,instructions,2,26353,0.0-2.0-0.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":18135.60000000149}]",18135.699999999255,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,36457,0.0-2.0-1.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,,10103.39999999851,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,37810,0.0-3.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":1352.3999999985099}]",1352.5,,,,,,,,,,,,,,,,,,,,
,Hangman,5,64558,0.0-4.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,,,,,,,ZEBRA,"{'letter': ['', 'E', 'R', 'T', 'O', 'L', 'M', 'A', 'Z', 'B'], 't': [0, 3340.10000000149, 9868.39999999851, 11803.89999999851, 13804, 15316.29999999702, 16155.89999999851, 16947.89999999851, 22916.20000000298, 24731.89999999851], 'hit': [None, 1, 1, 0, 0, 0, 0, 1, 1, 1], 'asked': ['', 'E', 'ER', 'ERT', 'ERTO', 'ERTOL', 'ERTOLM', 'ERTOLMA', 'ERTOLMAZ', 'ERTOLMAZB'], 'word_state': ['_____', '_E___', '_E_R_', '_E_R_', '_E_R_', '_E_R_', '_E_R_', '_E_RA', 'ZE_RA', 'ZEBRA']}","['E', 'R', 'T', 'O', 'L', 'M', 'A', 'Z', 'B']",9.0,11.0,0.0,,,,,,,,,,
,instructions,6,82082,0.0-5.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":2778.5},{""page_index"":1,""viewing_time"":14743.89999999851}]",17522.89999999851,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,89586,0.0-6.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,,7503.19999999553,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,104025,0.0-8.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":14438.69999999553}]",14438.79999999702,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,118385,0.0-9.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,,14359.60000000149,"{""Q0"":""...how well players did (in terms of <b>points</b>) in <b>previous games.</b>""}",[0],0.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,10,127305,0.0-10.0-0.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":8919.10000000149}]",8919.10000000149,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,11,131625,0.0-10.0-1.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,,4319.69999999553,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,12,140369,0.0-11.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":8742.89999999851}]",8743.10000000149,,,,,,,,,,,,,,,,,,,,
,instructions,13,156265,0.0-12.0-0.0,,520,"[57, 187, 136, 244, 13, 58, 162, 178, 254, 157, 234, 103, 190, 39, 199, 71, 101, 219, 14, 187, 63, 243, 207, 143, 183, 121, 175, 99, 25, 250, 32, 69]",260,66a3ed3c5d10d0e7d8a6b9da,60f4a2d142c69dc1121b6dbf,66a442ee20cfeabd54f43b95,1,1,0,False,5,61,"[{""page_index"":0,""viewing_time"":15895.5}]",15895.70000000298,,,,,,,,,,,,,,,,,,,,
