success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,3870,0.0-0.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,8683,0.0-1.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,"[{""page_index"":0,""viewing_time"":4812.099999964237}]",4812.299999952316,,,,,,,,,,,,,,,,,,,,
,instructions,2,56075,0.0-2.0-0.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,"[{""page_index"":0,""viewing_time"":47391}]",47391.19999998808,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,64436,0.0-2.0-1.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,,8358.799999952316,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,71003,0.0-3.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,"[{""page_index"":0,""viewing_time"":6565.5}]",6565.699999988079,,,,,,,,,,,,,,,,,,,,
,Hangman,5,92603,0.0-4.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,,,,,,,ZEBRA,"{'letter': ['', 'C', 'A', 'Z', 'E', 'B', 'R'], 't': [0, 5394.599999964237, 8233.800000011921, 14284.899999976158, 17570.899999976158, 18564, 19586.599999964237], 'hit': [None, 0, 1, 1, 1, 1, 1], 'asked': ['', 'C', 'CA', 'CAZ', 'CAZE', 'CAZEB', 'CAZEBR'], 'word_state': ['_____', '_____', '____A', 'Z___A', 'ZE__A', 'ZEB_A', 'ZEBRA']}","['C', 'A', 'Z', 'E', 'B', 'R']",6.0,14.0,0.0,,,,,,,,,,
,instructions,6,181204,0.0-5.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,"[{""page_index"":0,""viewing_time"":4182.599999964237},{""page_index"":1,""viewing_time"":84415.69999998808}]",88598.79999995232,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,187635,0.0-6.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,,6430.899999976158,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,213323,0.0-8.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,"[{""page_index"":0,""viewing_time"":25686.5}]",25686.600000023842,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,220995,0.0-9.0,,508,"[149, 18, 217, 93, 0, 214, 27, 222, 192, 61, 43, 153, 214, 236, 196, 85, 238, 86, 68, 174, 82, 209, 14, 124, 74, 97, 201, 48, 98, 220, 151, 163]",254,66a3ed3c5d10d0e7d8a6b9da,665600778ac0edc5607cbfdd,66a41d4f3b8103637e633dbe,1,0,0,False,2,78,,7671.400000035763,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
