success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,3049,0.0-0.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,30087,0.0-1.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":27033.69999998808}]",27035.39999999106,,,,,,,,,,,,,,,,,,,,
,instructions,2,62094,0.0-2.0-0.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":31995.79999999702}]",31997.29999999702,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,69983,0.0-2.0-1.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,7878.0,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,71433,0.0-3.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":1447.1000000089407}]",1449.0,,,,,,,,,,,,,,,,,,,,
,Hangman,5,130045,0.0-4.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,,,,,,ZEBRA,"{'letter': ['', 'E', 'R', 'I', 'L', 'A', 'Z', 'B'], 't': [0, 6416.100000008941, 15014.29999999702, 28949.29999999702, 31624.10000000894, 37497.79999999702, 55171.20000000298, 56580.70000000298], 'hit': [None, 1, 1, 0, 0, 1, 1, 1], 'asked': ['', 'E', 'ER', 'ERI', 'ERIL', 'ERILA', 'ERILAZ', 'ERILAZB'], 'word_state': ['_____', '_E___', '_E_R_', '_E_R_', '_E_R_', '_E_RA', 'ZE_RA', 'ZEBRA']}","['E', 'R', 'I', 'L', 'A', 'Z', 'B']",7.0,13.0,0.0,,,,,,,,,,
,instructions,6,166839,0.0-5.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":5422.699999988079},{""page_index"":1,""viewing_time"":31363.10000000894}]",36787.5,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,173489,0.0-6.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,6646.20000000298,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,176474,0.0-7.0-0.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":2983.2999999970198}]",2983.7000000029802,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,195421,0.0-7.0-1.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,18944.89999999106,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,10,197752,0.0-8.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":2329.2000000029802}]",2329.5999999940395,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,11,207972,0.0-9.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,10218.5,"{""Q0"":""...how well players did (in terms of <b>points</b>) in <b>previous games.</b>""}",[0],0.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,12,213036,0.0-10.0-0.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":5062.399999991059}]",5062.699999988079,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,13,216206,0.0-10.0-1.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,3168.2000000029802,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,14,239442,0.0-11.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":23236.60000000894}]",23238.0,,,,,,,,,,,,,,,,,,,,
,instructions,15,252278,0.0-12.0-0.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":12832.20000000298}]",12833.5,,,,,,,,,,,,,,,,,,,,
,Hangman_replay,16,296232,0.0-12.0-1.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,,,,,,HAWAII,"{'letter': ['', 'A', 'K', 'H', 'W', 'I'], 't': [0, 4814, 32961.40000000596, 39094.29999999702, 40815.5, 41943.59999999404], 'hit': [None, 2, 0, 1, 1, 2], 'asked': ['', 'A', 'AK', 'AKH', 'AKHW', 'AKHWI'], 'word_state': ['______', '_A_A__', '_A_A__', 'HA_A__', 'HAWA__', 'HAWAII']}","['A', 'K', 'H', 'W', 'I']",5.0,14.0,0.0,,,,,,,,,,
,instructions,17,298795,0.0-12.0-2.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,"[{""page_index"":0,""viewing_time"":2560.2999999970198}]",2562.0,,,,,,,,,,,,,,,,,,,,
,Guess_leaderboard,18,306698,0.0-12.0-3.0,,422,"[9, 52, 52, 163, 238, 158, 10, 1, 11, 178, 194, 170, 224, 108, 38, 20, 221, 36, 137, 64, 98, 161, 202, 242, 103, 24, 160, 30, 23, 85, 105, 184]",211,66a22c0758a3d5c9d26873c6,6695541a6e0d986b02c25dd9,66a2b0732d27e747b1945613,1,1,1,False,3,79,,,,,,,HAWAII,,,,,,7141.29999999702,20.0,79.0,0.0,51.0,31.0,,,,
