success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,27331,0.0-0.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,48512,0.0-1.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":21179.600000023842}]",21180.100000023842,,,,,,,,,,,,,,,,,,,,
,instructions,2,118971,0.0-2.0-0.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":70457.5}]",70457.69999998808,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,176524,0.0-2.0-1.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,,57551.89999997616,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,213627,0.0-3.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":37101.59999996424}]",37101.69999998808,,,,,,,,,,,,,,,,,,,,
,Hangman,5,311307,0.0-4.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,,,,,,,ZEBRA,"{'letter': ['', 'L', 'I', 'O', 'N', 'S', 'G', 'Z', 'E', 'B', 'R', 'A'], 't': [0, 13015, 15511.5, 33261, 37955.69999998808, 39895.30000001192, 72194.89999997616, 89063.19999998808, 90510.80000001192, 92023.30000001192, 94030.39999997616, 95664.39999997616], 'hit': [None, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], 'asked': ['', 'L', 'LI', 'LIO', 'LION', 'LIONS', 'LIONSG', 'LIONSGZ', 'LIONSGZE', 'LIONSGZEB', 'LIONSGZEBR', 'LIONSGZEBRA'], 'word_state': ['_____', '_____', '_____', '_____', '_____', '_____', '_____', 'Z____', 'ZE___', 'ZEB__', 'ZEBR_', 'ZEBRA']}","['L', 'I', 'O', 'N', 'S', 'G', 'Z', 'E', 'B', 'R', 'A']",11.0,9.0,0.0,,,,,,,,,,
,instructions,6,349323,0.0-5.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":6939.199999988079},{""page_index"":1,""viewing_time"":31075.399999976158}]",38015.39999997616,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,370807,0.0-6.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,,21481.799999952316,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}",[0],1.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,394894,0.0-8.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":24087}]",24087.100000023842,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,425584,0.0-9.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,,30689.200000047684,"{""Q0"":""...how well players did (in terms of <b>points</b>) in <b>previous games.</b>""}",[0],0.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,10,434996,0.0-10.0-0.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":9411}]",9411.300000011921,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,11,456721,0.0-10.0-1.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,,21724.0,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}",[0],1.0,multichoice_tournament,,,,,,,,,,,,,,,,
,instructions,12,480007,0.0-11.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":23283.900000035763}]",23284.100000023842,,,,,,,,,,,,,,,,,,,,
,instructions,13,488171,0.0-12.0-0.0,,132,"[58, 218, 146, 242, 139, 76, 237, 163, 133, 98, 235, 240, 71, 198, 255, 5, 64, 13, 76, 87, 35, 82, 161, 20, 46, 237, 254, 246, 125, 33, 230, 98]",66,669a702db1122fc5150a13ce,65a5ba58381a45c10a471062,669b2d7c3f38d13b0654a78a,1,1,0,False,2,87,"[{""page_index"":0,""viewing_time"":8163.900000035763}]",8164.100000023842,,,,,,,,,,,,,,,,,,,,
