success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,2615,0.0-0.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,38179,0.0-1.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,"[{""page_index"":0,""viewing_time"":35562.10000014305}]",35563.299999952316,,,,,,,,,,,,,,,,,,,,
,instructions,2,78113,0.0-2.0-0.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,"[{""page_index"":0,""viewing_time"":39932.10000014305}]",39932.299999952316,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,90346,0.0-2.0-1.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,,12230.400000095367,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,93936,0.0-3.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,"[{""page_index"":0,""viewing_time"":3587.199999809265}]",3587.399999856949,,,,,,,,,,,,,,,,,,,,
,Hangman,5,146242,0.0-4.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,,,,,,,ZEBRA,"{'letter': ['', 'T', 'B', 'A', 'Z', 'E', 'R'], 't': [0, 21613.400000095367, 31857.60000014305, 40260.799999952316, 45308.90000009537, 47436.60000014305, 50280.40000009537], 'hit': [None, 0, 1, 1, 1, 1, 1], 'asked': ['', 'T', 'TB', 'TBA', 'TBAZ', 'TBAZE', 'TBAZER'], 'word_state': ['_____', '_____', '__B__', '__B_A', 'Z_B_A', 'ZEB_A', 'ZEBRA']}","['T', 'B', 'A', 'Z', 'E', 'R']",6.0,14.0,0.0,,,,,,,,,,
,instructions,6,188855,0.0-5.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,"[{""page_index"":0,""viewing_time"":6717.699999809265},{""page_index"":1,""viewing_time"":35892.40000009537}]",42611.5,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,200393,0.0-6.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,,11535.799999952316,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,204166,0.0-7.0-0.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,"[{""page_index"":0,""viewing_time"":3770.2000000476837}]",3770.9000000953674,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,216211,0.0-7.0-1.0,,406,"[70, 33, 193, 213, 95, 164, 232, 108, 224, 218, 228, 40, 131, 2, 100, 27, 170, 200, 109, 213, 63, 118, 34, 124, 137, 45, 249, 211, 0, 104, 45, 65]",203,66a22c0758a3d5c9d26873c6,653feb348f4df4e625de5909,66a2690b41a073f1b53afe77,1,0,0,False,1,100,,12043.400000095367,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
