success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,subject_pair,STUDY_ID,PROLIFIC_PID,SESSION_ID,practice_instructions,leaderboard_instructions,bonus,reveal_word,self_rating,confidence,view_history,rt,responses,question_order,correct,test_part,word,click_log,final_keyboard_state,num_clicks,points,cheat,position_RT,position,player,i_game,true_position,distance,last_word,response,stimulus,confidence_slider_self_response
1.0,fullscreen,0,2929,0.0-0.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,,,,,,,,,,,,,,,,,,,,,,
,instructions,1,4395,0.0-1.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,"[{""page_index"":0,""viewing_time"":1465.2999999821186}]",1465.5,,,,,,,,,,,,,,,,,,,,
,instructions,2,23453,0.0-2.0-0.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,"[{""page_index"":0,""viewing_time"":19057.09999999404}]",19057.19999998808,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,37469,0.0-2.0-1.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,,14014.0,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,,,,
,instructions,4,39076,0.0-3.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,"[{""page_index"":0,""viewing_time"":1606.0999999940395}]",1606.199999988079,,,,,,,,,,,,,,,,,,,,
,Hangman,5,92395,0.0-4.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,,,,,,,ZEBRA,"{'letter': ['', 'H', 'O', 'R', 'S', 'B', 'L', 'Y', 'D', 'K', 'F', 'M', 'N', 'T', 'W', 'Z', 'E', 'A'], 't': [0, 6997.5, 8387.700000017881, 10889.800000011921, 23403.80000001192, 26405.40000000596, 33255.5, 34735.80000001192, 35948, 38856.40000000596, 40862.40000000596, 42650.60000002384, 43394.80000001192, 44864.5, 45809.80000001192, 46970.40000000596, 48688.80000001192, 51300.20000001788], 'hit': [None, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], 'asked': ['', 'H', 'HO', 'HOR', 'HORS', 'HORSB', 'HORSBL', 'HORSBLY', 'HORSBLYD', 'HORSBLYDK', 'HORSBLYDKF', 'HORSBLYDKFM', 'HORSBLYDKFMN', 'HORSBLYDKFMNT', 'HORSBLYDKFMNTW', 'HORSBLYDKFMNTWZ', 'HORSBLYDKFMNTWZE', 'HORSBLYDKFMNTWZEA'], 'word_state': ['_____', '_____', '_____', '___R_', '___R_', '__BR_', '__BR_', '__BR_', '__BR_', '__BR_', '__BR_', '__BR_', '__BR_', '__BR_', '__BR_', 'Z_BR_', 'ZEBR_', 'ZEBRA']}","['H', 'O', 'R', 'S', 'B', 'L', 'Y', 'D', 'K', 'F', 'M', 'N', 'T', 'W', 'Z', 'E', 'A']",17.0,3.0,0.0,,,,,,,,,,
,instructions,6,116546,0.0-5.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,"[{""page_index"":0,""viewing_time"":6480.799999982119},{""page_index"":1,""viewing_time"":17668.100000023842}]",24149.59999999404,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,7,128493,0.0-6.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,,11945.90000000596,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
,instructions,8,130300,0.0-7.0-0.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,"[{""page_index"":0,""viewing_time"":1806.5999999940395}]",1806.7999999821186,,,,,,,,,,,,,,,,,,,,
,survey-multi-choice,9,138991,0.0-7.0-1.0,,24,"[107, 81, 212, 49, 223, 93, 127, 20, 28, 190, 206, 204, 247, 158, 223, 61, 216, 97, 195, 180, 6, 159, 11, 17, 102, 26, 62, 239, 172, 187, 169, 24]",12,669a58f4f17d67c0aba4c4d3,667ff3711e30726d16f919c7,669a67461a84556efb35c34e,1,2,0,False,6,100,,8689.399999976158,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}",[0],0.0,multichoice_leaderboard,,,,,,,,,,,,,,,,
